tomo_id,Z,Y,X,voxel_spacing,num_motors,motor_z,motor_y,motor_x,motor_zyx
tomo_d2339b,300,960,928,13.1,1,105.0,626.0,532.0,"[[105.0, 626.0, 532.0]]"
tomo_d26fcb,300,960,928,13.1,1,118.0,305.0,573.0,"[[118.0, 305.0, 573.0]]"
tomo_d2b1bc,300,960,928,13.1,1,95.0,535.0,192.0,"[[95.0, 535.0, 192.0]]"
tomo_d31c96,800,928,960,13.1,2,375.75,326.75,453.75,"[[375.75, 326.75, 453.75], [395.25, 366.0, 708.0]]"
tomo_d396b5,300,960,928,15.6,1,164.0,518.0,115.0,"[[164.0, 518.0, 115.0]]"
tomo_d3bef7,300,960,928,13.1,1,128.0,657.0,645.0,"[[128.0, 657.0, 645.0]]"
tomo_d5465a,800,928,960,13.1,0,-1.0,-1.0,-1.0,[]
tomo_d56709,500,924,956,19.7,2,168.0,480.0,875.0,"[[168.0, 480.0, 875.0], [190.0, 452.0, 888.0]]"
tomo_d5aa20,800,928,960,16.1,1,361.25,369.25,51.1875,"[[361.25, 369.25, 51.1875]]"
tomo_d634b7,300,960,928,13.1,1,123.0,559.0,382.0,"[[123.0, 559.0, 382.0]]"
tomo_d662b0,500,924,956,19.7,6,222.0,894.0,385.0,"[[222.0, 894.0, 385.0], [204.0, 565.0, 711.0], [214.0, 423.0, 190.0], [206.0, 394.0, 173.0], [189.0, 534.0, 695.0], [183.0, 554.0, 708.0]]"
tomo_d6c63f,300,960,928,13.1,1,173.0,636.0,698.0,"[[173.0, 636.0, 698.0]]"
tomo_d6e3c7,300,928,928,16.8,0,-1.0,-1.0,-1.0,[]
tomo_d723cd,800,928,960,16.1,0,-1.0,-1.0,-1.0,[]
tomo_d7475d,300,960,928,15.6,1,143.0,221.0,440.0,"[[143.0, 221.0, 440.0]]"
tomo_d83ff4,300,959,928,15.6,1,115.0,685.0,701.0,"[[115.0, 685.0, 701.0]]"
tomo_d84544,300,960,928,13.1,1,55.0,586.0,602.0,"[[55.0, 586.0, 602.0]]"
tomo_d8c917,800,928,960,13.1,0,-1.0,-1.0,-1.0,[]
tomo_d916dc,300,960,928,16.8,1,163.0,524.0,365.0,"[[163.0, 524.0, 365.0]]"
tomo_d96d6e,800,928,960,13.1,0,-1.0,-1.0,-1.0,[]
tomo_d9a2af,300,960,928,13.1,1,102.0,830.0,385.0,"[[102.0, 830.0, 385.0]]"
tomo_da38ea,300,959,928,15.6,1,134.0,299.0,278.0,"[[134.0, 299.0, 278.0]]"
tomo_da79d8,500,924,956,19.7,4,223.0,206.0,491.0,"[[223.0, 206.0, 491.0], [218.0, 165.0, 493.0], [239.0, 186.0, 492.0], [205.0, 184.0, 492.0]]"
tomo_dae195,800,928,960,16.1,0,-1.0,-1.0,-1.0,[]
tomo_db2a10,300,928,928,16.8,0,-1.0,-1.0,-1.0,[]
tomo_db4517,300,960,928,13.1,1,178.0,774.0,687.0,"[[178.0, 774.0, 687.0]]"
tomo_db6051,500,928,960,13.1,0,-1.0,-1.0,-1.0,[]
tomo_db656f,300,959,928,15.6,1,130.0,278.0,563.0,"[[130.0, 278.0, 563.0]]"
tomo_dbc66d,300,960,928,16.8,0,-1.0,-1.0,-1.0,[]
tomo_dc9a96,500,1024,1440,13.3,0,-1.0,-1.0,-1.0,[]
tomo_dcb9b4,300,960,928,15.6,1,153.0,493.0,359.0,"[[153.0, 493.0, 359.0]]"
tomo_dd36c9,500,924,956,16.1,0,-1.0,-1.0,-1.0,[]
tomo_decb81,300,960,928,15.6,1,59.0,588.0,478.0,"[[59.0, 588.0, 478.0]]"
tomo_dee783,300,960,928,15.6,0,-1.0,-1.0,-1.0,[]
tomo_df866a,300,960,928,16.8,0,-1.0,-1.0,-1.0,[]
tomo_dfc627,300,960,928,13.1,2,97.0,353.0,766.0,"[[97.0, 353.0, 766.0], [221.75, 915.5, 471.0]]"
tomo_dfdc32,500,924,956,19.7,0,-1.0,-1.0,-1.0,[]
tomo_e0739f,300,960,928,16.8,0,-1.0,-1.0,-1.0,[]
tomo_e1a034,300,960,928,19.2,0,-1.0,-1.0,-1.0,[]
tomo_e1e5d3,300,960,928,13.1,1,21.0,564.0,452.0,"[[21.0, 564.0, 452.0]]"
tomo_e22370,500,924,956,19.7,7,253.0,741.0,255.0,"[[253.0, 741.0, 255.0], [254.0, 737.0, 296.0], [242.0, 742.0, 278.0], [134.375, 335.75, 816.5], [199.25, 20.609375, 290.25], [176.5, 17.375, 277.25], [189.5, 371.5, 664.0]]"
tomo_e26c6b,300,928,928,15.6,1,133.0,174.0,317.0,"[[133.0, 174.0, 317.0]]"
tomo_e2a336,800,928,928,19.3,1,354.25,672.5,719.0,"[[354.25, 672.5, 719.0]]"
tomo_e2ccab,300,928,928,15.6,1,119.0,353.0,80.0,"[[119.0, 353.0, 80.0]]"
tomo_e2da77,800,928,960,13.1,1,346.25,453.75,473.5,"[[346.25, 453.75, 473.5]]"
tomo_e32b81,300,960,928,15.6,0,-1.0,-1.0,-1.0,[]
tomo_e34af8,300,960,928,15.6,1,249.0,359.0,500.0,"[[249.0, 359.0, 500.0]]"
tomo_e3864f,800,928,928,19.3,0,-1.0,-1.0,-1.0,[]
tomo_e50f04,300,960,928,16.8,0,-1.0,-1.0,-1.0,[]
tomo_e51e5e,300,959,928,15.6,1,153.0,860.0,588.0,"[[153.0, 860.0, 588.0]]"
tomo_e55f81,300,960,928,16.8,0,-1.0,-1.0,-1.0,[]
tomo_e57baf,300,959,928,15.6,1,108.0,394.0,143.0,"[[108.0, 394.0, 143.0]]"
tomo_e5a091,500,960,928,16.8,0,-1.0,-1.0,-1.0,[]
tomo_e5ac94,300,960,928,13.1,1,161.0,481.0,342.0,"[[161.0, 481.0, 342.0]]"
tomo_e61cdf,300,959,928,15.6,1,149.0,278.0,377.0,"[[149.0, 278.0, 377.0]]"
tomo_e63ab4,300,960,928,13.1,1,157.0,415.0,265.0,"[[157.0, 415.0, 265.0]]"
tomo_e685b8,300,959,928,15.6,1,185.0,167.0,466.0,"[[185.0, 167.0, 466.0]]"
tomo_e6f7f7,300,960,928,13.1,2,180.0,548.0,267.0,"[[180.0, 548.0, 267.0], [187.625, 534.5, 319.5]]"
tomo_e71210,300,960,928,15.6,1,189.0,521.0,453.0,"[[189.0, 521.0, 453.0]]"
tomo_e72e60,300,960,928,13.1,1,151.0,649.5,747.0,"[[151.0, 649.5, 747.0]]"
tomo_e764a7,500,960,928,16.8,0,-1.0,-1.0,-1.0,[]
tomo_e77217,800,928,960,13.1,0,-1.0,-1.0,-1.0,[]
tomo_e7c195,300,960,928,16.8,0,-1.0,-1.0,-1.0,[]
tomo_e81143,300,960,928,15.6,0,-1.0,-1.0,-1.0,[]
tomo_e8db69,300,960,928,16.8,0,-1.0,-1.0,-1.0,[]
tomo_e96200,300,928,928,16.8,0,-1.0,-1.0,-1.0,[]
tomo_e9b7f2,300,960,928,15.6,0,-1.0,-1.0,-1.0,[]
tomo_e9fa5f,800,928,960,13.1,0,-1.0,-1.0,-1.0,[]
tomo_ea3f3a,300,960,928,16.8,1,197.0,405.0,500.0,"[[197.0, 405.0, 500.0]]"
tomo_eb26ee,500,1024,1440,13.3,0,-1.0,-1.0,-1.0,[]
tomo_eb4fd4,300,959,928,15.6,1,70.0,782.0,30.0,"[[70.0, 782.0, 30.0]]"
tomo_ec1314,300,959,928,15.6,1,153.0,586.0,858.0,"[[153.0, 586.0, 858.0]]"
tomo_ec607b,500,928,960,13.1,3,432.0,159.0,202.0,"[[432.0, 159.0, 202.0], [466.0, 458.0, 301.0], [446.5, 554.0, 392.75]]"
tomo_ecbc12,800,928,960,13.1,1,366.0,493.0,23.921875,"[[366.0, 493.0, 23.921875]]"
tomo_ed1c97,500,924,956,19.7,1,241.0,64.0,186.0,"[[241.0, 64.0, 186.0]]"
tomo_ede779,300,960,928,15.6,1,125.0,217.0,540.0,"[[125.0, 217.0, 540.0]]"
tomo_ef1a1a,300,960,928,19.2,1,131.125,354.5,411.25,"[[131.125, 354.5, 411.25]]"
tomo_efe1f8,300,960,928,13.1,1,41.0,750.0,427.0,"[[41.0, 750.0, 427.0]]"
tomo_f07244,800,928,960,13.1,0,-1.0,-1.0,-1.0,[]
tomo_f0adfc,300,960,928,13.1,1,175.0,550.0,671.0,"[[175.0, 550.0, 671.0]]"
tomo_f1bf2f,800,928,960,13.1,0,-1.0,-1.0,-1.0,[]
tomo_f2fa4a,300,960,928,15.6,1,59.0,434.0,600.0,"[[59.0, 434.0, 600.0]]"
tomo_f36495,800,928,960,13.1,0,-1.0,-1.0,-1.0,[]
tomo_f3e449,300,959,928,15.6,1,174.0,740.0,715.0,"[[174.0, 740.0, 715.0]]"
tomo_f427b3,300,959,928,15.6,1,166.0,272.0,654.0,"[[166.0, 272.0, 654.0]]"
tomo_f672c0,800,928,928,13.1,0,-1.0,-1.0,-1.0,[]
tomo_f6a38a,500,924,956,19.7,4,227.0,234.0,871.0,"[[227.0, 234.0, 871.0], [241.0, 223.0, 849.0], [269.0, 136.0, 395.0], [245.0, 128.0, 376.0]]"
tomo_f6de9b,800,928,960,16.1,0,-1.0,-1.0,-1.0,[]
tomo_f71c16,800,928,960,16.1,0,-1.0,-1.0,-1.0,[]
tomo_f76529,300,960,928,15.6,1,31.0,586.0,683.0,"[[31.0, 586.0, 683.0]]"
tomo_f78e91,300,960,928,13.1,1,95.0,469.0,387.0,"[[95.0, 469.0, 387.0]]"
tomo_f7f28b,300,960,928,15.6,0,-1.0,-1.0,-1.0,[]
tomo_f82a15,500,924,956,16.1,0,-1.0,-1.0,-1.0,[]
tomo_f871ad,300,960,928,13.1,1,157.0,642.0,115.0,"[[157.0, 642.0, 115.0]]"
tomo_f8b46e,300,928,928,13.1,1,123.0,728.0,352.0,"[[123.0, 728.0, 352.0]]"
tomo_f8b835,800,928,960,13.1,0,-1.0,-1.0,-1.0,[]
tomo_f94504,500,924,956,16.1,1,273.75,194.25,401.0,"[[273.75, 194.25, 401.0]]"
tomo_fa5d78,800,928,960,13.1,0,-1.0,-1.0,-1.0,[]
tomo_fadbe2,300,928,928,13.1,1,97.0,463.0,425.0,"[[97.0, 463.0, 425.0]]"
tomo_fb08b5,300,959,928,15.6,1,106.0,671.0,559.0,"[[106.0, 671.0, 559.0]]"
tomo_fb6ce6,800,928,928,13.2,0,-1.0,-1.0,-1.0,[]
tomo_fbb49b,300,960,928,16.8,0,-1.0,-1.0,-1.0,[]
tomo_fc1665,500,927,959,13.1,0,-1.0,-1.0,-1.0,[]
tomo_fc3c39,300,960,928,16.8,1,128.0,537.0,491.0,"[[128.0, 537.0, 491.0]]"
tomo_fc5ae4,300,960,928,13.1,1,24.0,513.0,313.0,"[[24.0, 513.0, 313.0]]"
tomo_fc90fd,500,1912,1847,6.5,0,-1.0,-1.0,-1.0,[]
tomo_fd41c4,300,928,928,16.8,0,-1.0,-1.0,-1.0,[]
tomo_fd5b38,300,960,928,16.8,1,184.0,520.0,627.0,"[[184.0, 520.0, 627.0]]"
tomo_fd9357,300,928,928,15.6,1,131.0,364.0,138.0,"[[131.0, 364.0, 138.0]]"
tomo_fe050c,300,959,928,15.6,2,138.0,134.0,542.0,"[[138.0, 134.0, 542.0], [143.125, 93.875, 405.75]]"
tomo_fe85f6,800,928,960,13.1,1,463.5,903.5,747.0,"[[463.5, 903.5, 747.0]]"
tomo_fea6e8,300,960,928,16.8,0,-1.0,-1.0,-1.0,[]
tomo_ff505c,300,959,928,15.6,1,111.0,816.0,678.0,"[[111.0, 816.0, 678.0]]"
tomo_ff7c20,800,928,960,13.1,1,307.25,493.0,63.0,"[[307.25, 493.0, 63.0]]"
