row_id,tomo_id,Motor axis 0,Motor axis 1,Motor axis 2,Array shape (axis 0),Array shape (axis 1),Array shape (axis 2),Voxel spacing,Number of motors,source,conf
640,tomo_d662b0,189.0,534.0,695.0,500,924,956,19.7,6,origin,1.0
641,tomo_d6c63f,173.0,636.0,698.0,300,960,928,13.1,1,origin,1.0
642,tomo_d6e3c7,-1.0,-1.0,-1.0,300,928,928,16.8,0,origin,1.0
643,tomo_d723cd,-1.0,-1.0,-1.0,800,928,960,16.1,0,origin,1.0
644,tomo_d7475d,143.0,221.0,440.0,300,960,928,15.6,1,origin,1.0
645,tomo_d83ff4,115.0,685.0,701.0,300,959,928,15.6,1,origin,1.0
646,tomo_d84544,55.0,586.0,602.0,300,960,928,13.1,1,origin,1.0
647,tomo_d8c917,-1.0,-1.0,-1.0,800,928,960,13.1,0,origin,1.0
648,tomo_d916dc,163.0,524.0,365.0,300,960,928,16.8,1,origin,1.0
649,tomo_d96d6e,-1.0,-1.0,-1.0,800,928,960,13.1,0,origin,1.0
650,tomo_d9a2af,102.0,830.0,385.0,300,960,928,13.1,1,origin,1.0
651,tomo_da38ea,134.0,299.0,278.0,300,959,928,15.6,1,origin,1.0
652,tomo_da79d8,239.0,186.0,492.0,500,924,956,19.7,4,origin,1.0
653,tomo_da79d8,205.0,184.0,492.0,500,924,956,19.7,4,origin,1.0
654,tomo_da79d8,223.0,206.0,491.0,500,924,956,19.7,4,origin,1.0
655,tomo_da79d8,218.0,165.0,493.0,500,924,956,19.7,4,origin,1.0
656,tomo_dae195,-1.0,-1.0,-1.0,800,928,960,16.1,0,origin,1.0
657,tomo_db2a10,-1.0,-1.0,-1.0,300,928,928,16.8,0,origin,1.0
658,tomo_db4517,178.0,774.0,687.0,300,960,928,13.1,1,origin,1.0
659,tomo_db6051,-1.0,-1.0,-1.0,500,928,960,13.1,0,origin,1.0
660,tomo_db656f,130.0,278.0,563.0,300,959,928,15.6,1,origin,1.0
661,tomo_dbc66d,-1.0,-1.0,-1.0,300,960,928,16.8,0,round1,1.0
662,tomo_dc9a96,-1.0,-1.0,-1.0,500,1024,1440,13.3,0,origin,1.0
663,tomo_dcb9b4,153.0,493.0,359.0,300,960,928,15.6,1,origin,1.0
664,tomo_dd36c9,-1.0,-1.0,-1.0,500,924,956,16.1,0,round1,1.0
665,tomo_decb81,59.0,588.0,478.0,300,960,928,15.6,1,origin,1.0
666,tomo_dee783,-1.0,-1.0,-1.0,300,960,928,15.6,0,origin,1.0
667,tomo_df866a,-1.0,-1.0,-1.0,300,960,928,16.8,0,origin,1.0
668,tomo_dfc627,97.0,353.0,766.0,300,960,928,13.1,1,origin,1.0
669,tomo_dfdc32,-1.0,-1.0,-1.0,500,924,956,19.7,0,origin,1.0
670,tomo_e0739f,-1.0,-1.0,-1.0,300,960,928,16.8,0,round1,1.0
671,tomo_e1a034,-1.0,-1.0,-1.0,300,960,928,19.2,0,round1,1.0
672,tomo_e1e5d3,21.0,564.0,452.0,300,960,928,13.1,1,origin,1.0
673,tomo_e22370,253.0,741.0,255.0,500,924,956,19.7,3,origin,1.0
674,tomo_e22370,254.0,737.0,296.0,500,924,956,19.7,3,origin,1.0
675,tomo_e22370,242.0,742.0,278.0,500,924,956,19.7,3,origin,1.0
676,tomo_e26c6b,133.0,174.0,317.0,300,928,928,15.6,1,origin,1.0
677,tomo_e2a336,354.25,672.5,719.0,800,928,928,19.3,0,round1,0.11004638671875
678,tomo_e2ccab,119.0,353.0,80.0,300,928,928,15.6,1,origin,1.0
679,tomo_e2da77,346.25,453.75,473.5,800,928,960,13.1,0,round1,0.75244140625
680,tomo_e32b81,-1.0,-1.0,-1.0,300,960,928,15.6,0,round1,1.0
681,tomo_e34af8,249.0,359.0,500.0,300,960,928,15.6,1,origin,1.0
682,tomo_e3864f,-1.0,-1.0,-1.0,800,928,928,19.3,0,origin,1.0
683,tomo_e50f04,-1.0,-1.0,-1.0,300,960,928,16.8,0,origin,1.0
684,tomo_e51e5e,153.0,860.0,588.0,300,959,928,15.6,1,origin,1.0
685,tomo_e55f81,-1.0,-1.0,-1.0,300,960,928,16.8,0,origin,1.0
686,tomo_e57baf,108.0,394.0,143.0,300,959,928,15.6,1,origin,1.0
687,tomo_e5a091,-1.0,-1.0,-1.0,500,960,928,16.8,0,origin,1.0
688,tomo_e5ac94,161.0,481.0,342.0,300,960,928,13.1,1,origin,1.0
689,tomo_e61cdf,149.0,278.0,377.0,300,959,928,15.6,1,origin,1.0
690,tomo_e63ab4,157.0,415.0,265.0,300,960,928,13.1,1,origin,1.0
691,tomo_e685b8,185.0,167.0,466.0,300,959,928,15.6,1,origin,1.0
692,tomo_e6f7f7,180.0,548.0,267.0,300,960,928,13.1,2,origin,1.0
693,tomo_e71210,189.0,521.0,453.0,300,960,928,15.6,1,origin,1.0
694,tomo_e72e60,151.0,649.5,747.0,300,960,928,13.1,0,round1,0.775390625
695,tomo_e764a7,-1.0,-1.0,-1.0,500,960,928,16.8,0,origin,1.0
696,tomo_e77217,-1.0,-1.0,-1.0,800,928,960,13.1,0,origin,1.0
697,tomo_e7c195,-1.0,-1.0,-1.0,300,960,928,16.8,0,origin,1.0
698,tomo_e81143,-1.0,-1.0,-1.0,300,960,928,15.6,0,origin,1.0
699,tomo_e8db69,-1.0,-1.0,-1.0,300,960,928,16.8,0,origin,1.0
700,tomo_e96200,-1.0,-1.0,-1.0,300,928,928,16.8,0,round1,1.0
701,tomo_e9b7f2,-1.0,-1.0,-1.0,300,960,928,15.6,0,origin,1.0
702,tomo_e9fa5f,-1.0,-1.0,-1.0,800,928,960,13.1,0,origin,1.0
703,tomo_ea3f3a,197.0,405.0,500.0,300,960,928,16.8,1,origin,1.0
704,tomo_eb26ee,-1.0,-1.0,-1.0,500,1024,1440,13.3,0,origin,1.0
705,tomo_eb4fd4,70.0,782.0,30.0,300,959,928,15.6,1,origin,1.0
706,tomo_ec1314,153.0,586.0,858.0,300,959,928,15.6,1,origin,1.0
707,tomo_ec607b,432.0,159.0,202.0,500,928,960,13.1,2,origin,1.0
708,tomo_ec607b,466.0,458.0,301.0,500,928,960,13.1,2,origin,1.0
709,tomo_ecbc12,366.0,493.0,23.921875,800,928,960,13.1,0,round1,0.40625
710,tomo_ed1c97,241.0,64.0,186.0,500,924,956,19.7,1,origin,1.0
711,tomo_ede779,125.0,217.0,540.0,300,960,928,15.6,1,origin,1.0
712,tomo_ef1a1a,-1.0,-1.0,-1.0,300,960,928,19.2,0,round1,1.0
713,tomo_efe1f8,41.0,750.0,427.0,300,960,928,13.1,1,origin,1.0
714,tomo_f07244,-1.0,-1.0,-1.0,800,928,960,13.1,0,origin,1.0
715,tomo_f0adfc,175.0,550.0,671.0,300,960,928,13.1,1,origin,1.0
716,tomo_f1bf2f,-1.0,-1.0,-1.0,800,928,960,13.1,0,round1,1.0
717,tomo_f2fa4a,59.0,434.0,600.0,300,960,928,15.6,1,origin,1.0
718,tomo_f36495,-1.0,-1.0,-1.0,800,928,960,13.1,0,origin,1.0
719,tomo_f3e449,174.0,740.0,715.0,300,959,928,15.6,1,origin,1.0
720,tomo_f427b3,166.0,272.0,654.0,300,959,928,15.6,1,origin,1.0
721,tomo_f672c0,-1.0,-1.0,-1.0,800,928,928,13.1,0,origin,1.0
722,tomo_f6a38a,227.0,234.0,871.0,500,924,956,19.7,4,origin,1.0
723,tomo_f6a38a,241.0,223.0,849.0,500,924,956,19.7,4,origin,1.0
724,tomo_f6a38a,269.0,136.0,395.0,500,924,956,19.7,4,origin,1.0
725,tomo_f6a38a,245.0,128.0,376.0,500,924,956,19.7,4,origin,1.0
726,tomo_f6de9b,-1.0,-1.0,-1.0,800,928,960,16.1,0,origin,1.0
727,tomo_f71c16,-1.0,-1.0,-1.0,800,928,960,16.1,0,origin,1.0
728,tomo_f76529,31.0,586.0,683.0,300,960,928,15.6,1,origin,1.0
729,tomo_f78e91,95.0,469.0,387.0,300,960,928,13.1,1,origin,1.0
730,tomo_f7f28b,-1.0,-1.0,-1.0,300,960,928,15.6,0,origin,1.0
731,tomo_f82a15,-1.0,-1.0,-1.0,500,924,956,16.1,0,round1,1.0
732,tomo_f871ad,157.0,642.0,115.0,300,960,928,13.1,1,origin,1.0
733,tomo_f8b46e,123.0,728.0,352.0,300,928,928,13.1,1,origin,1.0
734,tomo_f8b835,-1.0,-1.0,-1.0,800,928,960,13.1,0,round1,1.0
735,tomo_f94504,273.75,194.25,401.0,500,924,956,16.1,0,round1,0.681640625
736,tomo_fa5d78,-1.0,-1.0,-1.0,800,928,960,13.1,0,round1,1.0
737,tomo_fadbe2,97.0,463.0,425.0,300,928,928,13.1,1,origin,1.0
738,tomo_fb08b5,106.0,671.0,559.0,300,959,928,15.6,1,origin,1.0
739,tomo_fb6ce6,-1.0,-1.0,-1.0,800,928,928,13.2,0,origin,1.0
740,tomo_fbb49b,-1.0,-1.0,-1.0,300,960,928,16.8,0,round1,1.0
741,tomo_fc1665,-1.0,-1.0,-1.0,500,927,959,13.1,0,origin,1.0
742,tomo_fc3c39,128.0,537.0,491.0,300,960,928,16.8,1,origin,1.0
743,tomo_fc5ae4,24.0,513.0,313.0,300,960,928,13.1,1,origin,1.0
744,tomo_fc90fd,-1.0,-1.0,-1.0,500,1912,1847,6.5,0,origin,1.0
745,tomo_fd41c4,-1.0,-1.0,-1.0,300,928,928,16.8,0,origin,1.0
746,tomo_fd5b38,184.0,520.0,627.0,300,960,928,16.8,1,origin,1.0
747,tomo_fd9357,131.0,364.0,138.0,300,928,928,15.6,1,origin,1.0
748,tomo_fe050c,138.0,134.0,542.0,300,959,928,15.6,1,round1,1.0
749,tomo_fe050c,143.125,93.875,405.75,300,959,928,15.6,1,round1,0.6552734375
750,tomo_fe85f6,463.5,903.5,747.0,800,928,960,13.1,0,round1,0.3291015625
751,tomo_fea6e8,-1.0,-1.0,-1.0,300,960,928,16.8,0,round1,1.0
752,tomo_ff505c,111.0,816.0,678.0,300,959,928,15.6,1,origin,1.0
753,tomo_ff7c20,307.25,493.0,63.0,800,928,960,13.1,0,round1,0.67919921875
